id,name,primary_wing_id,primary_hall_id,primary_room_id,tier,rationale,secondary_hall_ids,controversy_note,source_date_context
mill,John Stuart Mill,wing-nineteenth-transformations,utility-liberty-history-capital,nineteenth-utilitarian-reform,anchor-exhibit,"John Stuart Mill is primary in Utility, law, reform, and individuality because it preserves the record’s Utilitarian formation in England; later field influence is handled through secondary lenses.",justice-democratic-reason;moral-life-practical-reason,,1806 CE–1873 CE
nietzsche,Nietzsche,wing-nineteenth-transformations,faith-pessimism-life-value,nineteenth-genealogy-value,anchor-exhibit,"Nietzsche is primary in Genealogy, nihilism, life, and value creation because it preserves the record’s Nineteenth century formation in Germany; later field influence is handled through secondary lenses.",critique-power-deconstruction;phenomenology-existence-embodiment,,1844 CE–1900 CE
husserl,Husserl,wing-modern-traditions,phenomenology-existence-embodiment,phenomenology-method,anchor-exhibit,"Husserl is primary in Intentionality, reduction, and lifeworld because it preserves the record’s Phenomenologist formation in Central Europe; no additional hall route is planned at current scope.",,,1859 CE–1938 CE
heidegger,Heidegger,wing-modern-traditions,phenomenology-existence-embodiment,phenomenology-being-embodiment,anchor-exhibit,"Heidegger is primary in Being-in-the-world, perception, and embodiment because it preserves the record’s Phenomenologist formation in Germany; later field influence is handled through secondary lenses.",core-questions-forum;critique-power-deconstruction,,1889 CE–1976 CE
wittgenstein,Wittgenstein,wing-modern-traditions,analytic-traditions,analytic-wittgenstein,anchor-exhibit,"A longitudinal analytic installation best preserves the debated continuity between logical form, use, and philosophical therapy.",core-questions-forum;moral-life-practical-reason,"Analytic primary preserves both early logical and later use-oriented phases; Logic, Language, and Mind remain secondary lenses.",1889 CE–1951 CE
russell,Bertrand Russell,wing-modern-traditions,analytic-traditions,analytic-origins-foundations,standard-individual-exhibit,"Bertrand Russell is primary in Origins in logic, analysis, and reference because it preserves the record’s Analytic formation in Britain; later field influence is handled through secondary lenses.",core-questions-forum,,1872 CE–1970 CE
whitehead,Alfred North Whitehead,wing-core-questions,core-questions-forum,core-reality-being,anchor-exhibit,"Mature process metaphysics is the most coherent whole-career home; logic and science remain room-level Forum lenses, while analytic origins receive a secondary hall route.",analytic-traditions,,1861 CE–1947 CE
dewey,John Dewey,wing-modern-traditions,pragmatism-democratic-inquiry,pragmatism-dewey-democracy,standard-individual-exhibit,"John Dewey is primary in Dewey: inquiry, education, and experimental democracy because it preserves the record’s Pragmatist formation in the United States; the Justice route interprets democracy, publics, and education without detaching them from experimental inquiry.",justice-democratic-reason,,1859 CE–1952 CE
sartre,Jean-Paul Sartre,wing-modern-traditions,phenomenology-existence-embodiment,existentialism-freedom,anchor-exhibit,"Jean-Paul Sartre is primary in Existentialism: freedom, facticity, and bad faith because it preserves the record’s Existentialist formation in France; later field influence is handled through secondary lenses.",critique-power-deconstruction,,1905 CE–1980 CE
beauvoir,Simone de Beauvoir,wing-modern-traditions,phenomenology-existence-embodiment,existentialism-situated-absurd,anchor-exhibit,"Simone de Beauvoir is primary in Situated freedom, ambiguity, the absurd, and revolt because it preserves the record’s Existentialist / feminist formation in France; later field influence is handled through secondary lenses.",feminist-philosophies,Primary phenomenological/existential home with anchor-strength feminist secondary presence; a defensible alternative is feminist primary.,1908 CE–1986 CE
camus,Albert Camus,wing-modern-traditions,phenomenology-existence-embodiment,existentialism-situated-absurd,standard-individual-exhibit,"Camus is primary beside existential debates because absurdity and revolt organize the work, while his French-Algerian settler position and politics require critical routes elsewhere.",justice-democratic-reason;colonialism-race-liberation,"Camus rejected the existentialist label; the colonial secondary stages his opposition to Algerian independence and a Fanon counterpoint, not membership or endorsement.",1913 CE–1960 CE
arendt,Hannah Arendt,wing-ethics-politics-society,justice-democratic-reason,justice-political-orientation,anchor-exhibit,"Hannah Arendt is primary in Political philosophy, authority, and public action because it preserves the record’s Political formation in Germany / US; no additional hall route is planned at current scope.",,,1906 CE–1975 CE
anscombe,Elizabeth Anscombe,wing-modern-traditions,analytic-traditions,analytic-action-intention,standard-individual-exhibit,Action and intention unify Anscombe’s analytic work; virtue ethics and philosophy of mind receive substantial secondary treatment.,core-questions-forum;moral-life-practical-reason,Primary Analytic/Action by contribution-first rule; the major alternative is Ethics/Virtue Revival.,1919 CE–2001 CE
rawls,John Rawls,wing-ethics-politics-society,justice-democratic-reason,justice-distribution-rights,anchor-exhibit,"John Rawls is primary in Justice, distribution, rights, and the state because it preserves the record’s Political formation in United States; no additional hall route is planned at current scope.",,,1921 CE–2002 CE
nozick,Robert Nozick,wing-ethics-politics-society,justice-democratic-reason,justice-distribution-rights,standard-individual-exhibit,"Robert Nozick is primary in Justice, distribution, rights, and the state because it preserves the record’s Political formation in United States; no additional hall route is planned at current scope.",,,1938 CE–2002 CE
foucault,Michel Foucault,wing-modern-traditions,critique-power-deconstruction,critique-genealogy-power,anchor-exhibit,"Foucault is primary in archaeology, genealogy, institutions, and subject formation because postwar French critical-historical method gives the work its clearest through-line.",colonialism-race-liberation;feminist-philosophies;justice-democratic-reason,"Genealogy and subject formation organize the primary; political, feminist, and coloniality uses are substantial later receptions rather than school memberships.",1926 CE–1984 CE
derrida,Jacques Derrida,wing-modern-traditions,critique-power-deconstruction,critique-deconstruction,standard-individual-exhibit,"Derrida is primary in writing, difference, institution, and justice because deconstruction and his postwar French-Algerian context are more precise than a retrospective Continental formation label.",core-questions-forum,,1930 CE–2004 CE
heraclitus,Heraclitus,wing-mediterranean-antiquity,mediterranean-beginnings-classical,med-being-change-plurality,standard-individual-exhibit,"Heraclitus is primary in Number, being, change, plurality, and atomism because it preserves the record’s Pre-Socratic formation in Ephesus; later field influence is handled through secondary lenses.",core-questions-forum,,535 BCE–475 BCE
empedocles,Empedocles,wing-mediterranean-antiquity,mediterranean-beginnings-classical,med-being-change-plurality,standard-individual-exhibit,"Empedocles is primary in Number, being, change, plurality, and atomism because it preserves the record’s Pre-Socratic formation in Sicily; later field influence is handled through secondary lenses.",core-questions-forum,,494 BCE–434 BCE
anaxagoras,Anaxagoras,wing-mediterranean-antiquity,mediterranean-beginnings-classical,med-being-change-plurality,standard-individual-exhibit,"Anaxagoras is primary in Number, being, change, plurality, and atomism because it preserves the record’s Pre-Socratic formation in Ionia / Athens; later field influence is handled through secondary lenses.",core-questions-forum,,500 BCE–428 BCE
origen,Origen,wing-mediterranean-antiquity,late-antiquity-inheritance,late-christian-platonisms,standard-individual-exhibit,Origen is primary in Christian transformations of Platonism because it preserves the record’s Early Christian formation in Alexandria / Caesarea; later field influence is handled through secondary lenses.,core-questions-forum,,185 CE–253 CE
gregory-nyssa,Gregory of Nyssa,wing-mediterranean-antiquity,late-antiquity-inheritance,late-christian-platonisms,standard-individual-exhibit,Gregory of Nyssa is primary in Christian transformations of Platonism because it preserves the record’s Early Christian formation in Cappadocia; later field influence is handled through secondary lenses.,core-questions-forum,,335 CE–395 CE
pseudo-dionysius,Pseudo-Dionysius,wing-mediterranean-antiquity,late-antiquity-inheritance,late-christian-platonisms,thematic-cluster-participant,Pseudo-Dionysius is primary in Christian transformations of Platonism because it preserves the record’s Christian Neoplatonist formation in Eastern Roman Empire; later field influence is handled through secondary lenses.,core-questions-forum,"Pseudonymous Christian reception of Platonism, not membership in a pagan Neoplatonic school.","pseudonymous, late 5th/early 6th century"
eriugena,John Scotus Eriugena,wing-medieval-connected-worlds,latin-christian-scholastic,latin-transmission-carolingian,standard-individual-exhibit,John Scotus Eriugena is primary in Late-antique transmission and Carolingian reception because it preserves the record’s Christian Neoplatonist formation in Ireland / Frankish court; later field influence is handled through secondary lenses.,core-questions-forum,,815 CE–877 CE
abelard,Peter Abelard,wing-medieval-connected-worlds,latin-christian-scholastic,latin-dialectic-early-scholastic,standard-individual-exhibit,"Peter Abelard is primary in Monastic reason, dialectic, and early scholastic practice because it preserves the record’s Scholastic formation in France; later field influence is handled through secondary lenses.",core-questions-forum,,1079 CE–1141 CE
meister-eckhart,Meister Eckhart,wing-medieval-connected-worlds,latin-christian-scholastic,latin-late-debates,standard-individual-exhibit,"Meister Eckhart is primary in Late scholastic alternatives, mysticism, and political conflict because it preserves the record’s Christian mystic formation in German lands; later field influence is handled through secondary lenses.",core-questions-forum,,1260 CE–1328 CE
marsilius-padua,Marsilius of Padua,wing-medieval-connected-worlds,latin-christian-scholastic,latin-late-debates,standard-individual-exhibit,"Marsilius of Padua is primary in Late scholastic alternatives, mysticism, and political conflict because it preserves the record’s Medieval political formation in Italy / Europe; later field influence is handled through secondary lenses.",justice-democratic-reason,,1275 CE–1342 CE
saadia-gaon,Saadia Gaon,wing-medieval-connected-worlds,jewish-philosophy,jewish-reason-revelation,standard-individual-exhibit,"Saadia Gaon is primary in Jewish kalām, poetry, law, reason, and revelation because it preserves the record’s Jewish formation in Egypt / Babylonia; later field influence is handled through secondary lenses.",core-questions-forum,,882 CE–942 CE
judah-halevi,Judah Halevi,wing-medieval-connected-worlds,jewish-philosophy,jewish-reason-revelation,standard-individual-exhibit,"Judah Halevi is primary in Jewish kalām, poetry, law, reason, and revelation because it preserves the record’s Jewish formation in Iberia; later field influence is handled through secondary lenses.",core-questions-forum,,c. 1075–1141 CE
ibn-tufayl,Ibn Tufayl,wing-medieval-connected-worlds,islamic-philosophical-worlds,islamic-andalusian-worlds,standard-individual-exhibit,"Ibn Tufayl is primary in Al-Andalus: philosophy, law, medicine, and commentary because it preserves the record’s Islamic formation in Andalusia; no additional hall route is planned at current scope.",,,c. 1105–1185/86 CE
suhrawardi,Suhrawardi,wing-medieval-connected-worlds,islamic-philosophical-worlds,islamic-post-avicennian,standard-individual-exhibit,Suhrawardi is primary in Illumination and post-Avicennian Safavid continuities because it preserves the record’s Illuminationist formation in Persia / Syria; later field influence is handled through secondary lenses.,core-questions-forum,,c. 1154–late 1191/possibly early 1192 CE
mulla-sadra,Mulla Sadra,wing-medieval-connected-worlds,islamic-philosophical-worlds,islamic-post-avicennian,standard-individual-exhibit,Mulla Sadra is primary in Illumination and post-Avicennian Safavid continuities because it preserves the record’s Islamic formation in Persia; later field influence is handled through secondary lenses.,core-questions-forum;rationalism-mind-nature-system,"Seventeenth-century Safavid continuation inside an Islamic intellectual-world hall, not a medieval Latin timeline.",c. 1571/72–1635/36 or 1640/41 CE
mahavira,Mahavira,wing-south-asian-worlds,classical-south-asian-worlds,south-jain-worlds,anchor-exhibit,"Mahavira is primary in Jain worlds: soul, karma, nonviolence, and knowing because it preserves the record’s Jain formation in India; later field influence is handled through secondary lenses.",moral-life-practical-reason,Traditional chronology and the prior tirthankara lineage must be explicit; do not call him the inventor of Jain teaching.,traditional 599-527 BCE; chronology disputed
kanada,Kanada,wing-south-asian-worlds,classical-south-asian-worlds,south-categories-realism,standard-individual-exhibit,"Kanada is primary in Categories, atoms, and realist debate because it preserves the record’s Vaisheshika formation in India; later field influence is handled through secondary lenses.",core-questions-forum,Chronology is highly uncertain; present textual attribution and range rather than a precise lifetime.,"chronology uncertain, often placed before the common era"
patanjali,Patanjali,wing-south-asian-worlds,classical-south-asian-worlds,south-yoga-mind-liberation,thematic-cluster-participant,"Patanjali is primary in Yoga, mind, discipline, and liberation because it preserves the record’s Yoga formation in India; later field influence is handled through secondary lenses.",core-questions-forum,"The source range is an authorship/floruit uncertainty, not a 400-year lifespan.","fl. uncertain, c. 2nd century BCE-4th century CE"
dignaga,Dignaga,wing-buddhist-worlds,buddhist-philosophies,buddhist-pramana,anchor-exhibit,"Dignaga is primary in Pramāṇa, perception, inference, and language because it preserves the record’s Buddhist epistemologist formation in India; later field influence is handled through secondary lenses.",core-questions-forum,,c. 480-540 CE
dharmakirti,Dharmakirti,wing-buddhist-worlds,buddhist-philosophies,buddhist-pramana,standard-individual-exhibit,"Dharmakirti is primary in Pramāṇa, perception, inference, and language because it preserves the record’s Buddhist epistemologist formation in India; later field influence is handled through secondary lenses.",core-questions-forum,,c. 600-660 CE; chronology debated
madhva,Madhva,wing-south-asian-worlds,classical-south-asian-worlds,south-vedanta-rival-readings,standard-individual-exhibit,"Madhva is primary in Vedānta: rival readings of self, world, and Brahman because it preserves the record’s Dvaita Vedanta formation in India; later field influence is handled through secondary lenses.",core-questions-forum,,c. 1238-1317 CE
mozi,Mozi,wing-east-asian-worlds,classical-chinese-traditions,china-mohist-fa,standard-individual-exhibit,Mozi is primary in Mohist debate and fa/statecraft currents because it preserves the record’s Mohist formation in China; later field influence is handled through secondary lenses.,moral-life-practical-reason,,c. 470-391 BCE
han-feizi,Han Feizi,wing-east-asian-worlds,classical-chinese-traditions,china-mohist-fa,standard-individual-exhibit,"Han Feizi is primary with diverse fa and statecraft currents as a major systematizer associated with them, not as a member of one unified Legalist school.",justice-democratic-reason,,c. 280-233 BCE
zhu-xi,Zhu Xi,wing-east-asian-worlds,east-asian-continuities,east-song-ming-confucian,anchor-exhibit,Zhu Xi is primary in Song-Ming Confucian reconstructions because it preserves the record’s Neo-Confucian formation in China; later field influence is handled through secondary lenses.,classical-chinese-traditions;core-questions-forum,,1130 CE–1200 CE
wang-yangming,Wang Yangming,wing-east-asian-worlds,east-asian-continuities,east-song-ming-confucian,standard-individual-exhibit,Wang Yangming is primary in Song-Ming Confucian reconstructions because it preserves the record’s Neo-Confucian formation in China; later field influence is handled through secondary lenses.,classical-chinese-traditions;moral-life-practical-reason,,1472 CE–1529 CE
mary-astell,Mary Astell,wing-early-modern-enlightenment,enlightenment-revolution-kant,enlightenment-equality-education,standard-individual-exhibit,"Mary Astell is primary in Education, gender, and excluded universalism because it preserves the record’s Early modern feminist formation in England; later field influence is handled through secondary lenses.",feminist-philosophies;justice-democratic-reason,,1666 CE–1731 CE
anne-conway,Anne Conway,wing-early-modern-enlightenment,rationalism-mind-nature-system,rationalism-spinoza-conway,standard-individual-exhibit,"Anne Conway is primary in Substance, vitality, God/Nature, and freedom because it preserves the record’s Early modern metaphysician formation in England; later field influence is handled through secondary lenses.",core-questions-forum,,1631 CE–1679 CE
montesquieu,Montesquieu,wing-early-modern-enlightenment,enlightenment-revolution-kant,enlightenment-law-institutions,standard-individual-exhibit,Montesquieu is primary in Law and comparative institutions because it preserves the record’s Enlightenment political formation in France; later field influence is handled through secondary lenses.,justice-democratic-reason,,1689 CE–1755 CE
adam-smith,Adam Smith,wing-early-modern-enlightenment,enlightenment-revolution-kant,enlightenment-sentiment-commerce,standard-individual-exhibit,Adam Smith is primary in Moral sentiments and commercial society because it preserves the record’s Scottish Enlightenment formation in Scotland; later field influence is handled through secondary lenses.,justice-democratic-reason;moral-life-practical-reason,,1723 CE–1790 CE
wollstonecraft,Mary Wollstonecraft,wing-early-modern-enlightenment,enlightenment-revolution-kant,enlightenment-equality-education,anchor-exhibit,"Mary Wollstonecraft is primary in Education, gender, and excluded universalism because it preserves the record’s Feminist / Enlightenment formation in Britain; later field influence is handled through secondary lenses.",feminist-philosophies;justice-democratic-reason,,1759 CE–1797 CE
peirce,Charles Sanders Peirce,wing-modern-traditions,pragmatism-democratic-inquiry,pragmatism-peirce-inquiry,anchor-exhibit,"Charles Sanders Peirce is primary in Peirce: signs, fallibilism, and public inquiry because it preserves the record’s Pragmatist formation in United States; later field influence is handled through secondary lenses.",core-questions-forum,,1839 CE–1914 CE
william-james,William James,wing-modern-traditions,pragmatism-democratic-inquiry,pragmatism-james-experience,standard-individual-exhibit,"William James is primary in James: experience, belief, and pluralism because it preserves the record’s Pragmatist formation in United States; later field influence is handled through secondary lenses.",core-questions-forum,,1842 CE–1910 CE
frege,Gottlob Frege,wing-modern-traditions,analytic-traditions,analytic-origins-foundations,anchor-exhibit,"Gottlob Frege is primary in Origins in logic, analysis, and reference because it preserves the record’s Analytic formation in Germany; later field influence is handled through secondary lenses.",core-questions-forum,,1848 CE–1925 CE
g-e-moore,G. E. Moore,wing-modern-traditions,analytic-traditions,analytic-common-sense-metaethics,standard-individual-exhibit,"G. E. Moore is primary in Common sense, realism, and metaethics because it preserves the record’s Analytic formation in Britain; later field influence is handled through secondary lenses.",moral-life-practical-reason,,1873 CE–1958 CE
carnap,Rudolf Carnap,wing-core-questions,core-questions-forum,core-science,standard-individual-exhibit,Rudolf Carnap is primary in Science because it preserves the record’s Logical empiricist formation in Europe / United States; later field influence is handled through secondary lenses.,analytic-traditions,,1891 CE–1970 CE
quine,W. V. O. Quine,wing-modern-traditions,analytic-traditions,analytic-naturalism,standard-individual-exhibit,"W. V. O. Quine is primary in Holism, naturalism, and ontology because it preserves the record’s Analytic formation in United States; later field influence is handled through secondary lenses.",core-questions-forum,,1908 CE–2000 CE
popper,Karl Popper,wing-core-questions,core-questions-forum,core-science,standard-individual-exhibit,Karl Popper is primary in Science because it preserves the record’s Philosophy of science formation in Austria / Britain; no additional hall route is planned at current scope.,,,1902 CE–1994 CE
kuhn,Thomas Kuhn,wing-core-questions,core-questions-forum,core-science,anchor-exhibit,Thomas Kuhn is primary in Science because it preserves the record’s Philosophy of science formation in United States; no additional hall route is planned at current scope.,,,1922 CE–1996 CE
merleau-ponty,Maurice Merleau-Ponty,wing-modern-traditions,phenomenology-existence-embodiment,phenomenology-being-embodiment,standard-individual-exhibit,"Maurice Merleau-Ponty is primary in Being-in-the-world, perception, and embodiment because it preserves the record’s Phenomenologist formation in France; later field influence is handled through secondary lenses.",critique-power-deconstruction,,1908 CE–1961 CE
levinas,Emmanuel Levinas,wing-modern-traditions,phenomenology-existence-embodiment,phenomenology-interpretation-alterity,standard-individual-exhibit,"Levinas is primary in alterity and responsibility because phenomenology, Jewish thought, war, and postwar French debates form the relevant historical and methodological setting.",critique-power-deconstruction;moral-life-practical-reason,,1906 CE–1995 CE
gadamer,Hans-Georg Gadamer,wing-modern-traditions,phenomenology-existence-embodiment,phenomenology-interpretation-alterity,standard-individual-exhibit,"Hans-Georg Gadamer is primary in Interpretation, tradition, alterity, and responsibility because it preserves the record’s Hermeneutic formation in Germany; later field influence is handled through secondary lenses.",critique-power-deconstruction,,1900 CE–2002 CE
habermas,Jürgen Habermas,wing-modern-traditions,critique-power-deconstruction,critique-critical-theory,anchor-exhibit,"Jürgen Habermas is primary in Critical Theory, public sphere, and communicative reason because it preserves the record’s Critical theory formation in Germany; later field influence is handled through secondary lenses.",justice-democratic-reason,Critical Theory primary; democratic legitimacy and public reason receive a major Justice-hall secondary.,1929 CE–2026 CE
fanon,Frantz Fanon,wing-ethics-politics-society,colonialism-race-liberation,colonial-embodiment-liberation,anchor-exhibit,"Fanon is primary in colonial embodiment and liberation through psychiatry, Négritude, phenomenology, and the Algerian anticolonial struggle; later decolonial reception remains secondary.",critique-power-deconstruction;justice-democratic-reason;phenomenology-existence-embodiment,"Anticolonial/Fanonian primary; decolonial is used as a broad program label, not a claim of later coloniality-school membership.",1925 CE–1961 CE
iris-murdoch,Iris Murdoch,wing-ethics-politics-society,moral-life-practical-reason,moral-character-virtue,standard-individual-exhibit,"Iris Murdoch is primary in Character, flourishing, attention, and virtue revival because it preserves the record’s Moral philosopher formation in Ireland / Britain; no additional hall route is planned at current scope.",,,1919 CE–1999 CE
philippa-foot,Philippa Foot,wing-ethics-politics-society,moral-life-practical-reason,moral-character-virtue,standard-individual-exhibit,"Philippa Foot is primary in Character, flourishing, attention, and virtue revival because it preserves the record’s Moral philosopher formation in Britain; no additional hall route is planned at current scope.",,,1920 CE–2010 CE
judith-thomson,Judith Jarvis Thomson,wing-ethics-politics-society,moral-life-practical-reason,moral-rights-persons-futures,standard-individual-exhibit,"Judith Jarvis Thomson is primary in Rights, persons, hard cases, and future generations because it preserves the record’s Analytic ethics formation in United States; no additional hall route is planned at current scope.",,,1929 CE–2020 CE
thomas-nagel,Thomas Nagel,wing-core-questions,core-questions-forum,core-mind-self,anchor-exhibit,"Subjectivity and consciousness provide the clearest primary visitor narrative, with ethics and political equality as secondary routes.",justice-democratic-reason;moral-life-practical-reason,,1937 CE–present
derek-parfit,Derek Parfit,wing-ethics-politics-society,moral-life-practical-reason,moral-rights-persons-futures,anchor-exhibit,"Parfit uses personal identity to transform reasons, morality, and future generations, making Moral Life the primary home.",core-questions-forum,,1942 CE–2017 CE
martha-nussbaum,Martha Nussbaum,wing-ethics-politics-society,justice-democratic-reason,justice-capabilities-democracy,anchor-exhibit,"Martha Nussbaum is primary in Capabilities, dignity, democracy, and public reason because it preserves the record’s Moral / political formation in United States; later field influence is handled through secondary lenses.",feminist-philosophies;moral-life-practical-reason,,1947 CE–present
judith-butler,Judith Butler,wing-ethics-politics-society,feminist-philosophies,feminist-gender-norms,anchor-exhibit,"Butler is primary in gender, norms, performativity, and social ontology through feminist and queer theory, with poststructuralist and Continental reception treated as routes rather than formation labels.",critique-power-deconstruction,,1956 CE–present
angela-davis,Angela Davis,wing-ethics-politics-society,colonialism-race-liberation,colonial-black-feminism-abolition,anchor-exhibit,"Davis anchors a distinct bay through abolition, prisons, Black radical and Marxist feminism, and movements linking race, gender, and class.",feminist-philosophies;justice-democratic-reason,"Keep Davis’s abolitionist and Black radical traditions distinct from hooks’s pedagogy and cultural criticism; adjacency supports comparison, not collapse.",1944 CE–present
bell-hooks,bell hooks,wing-ethics-politics-society,colonialism-race-liberation,colonial-black-feminism-abolition,anchor-exhibit,"hooks anchors a distinct bay through engaged pedagogy, cultural criticism, love, and the everyday interlocking analysis of race, class, and gender.",feminist-philosophies;justice-democratic-reason,Keep hooks’s pedagogical and cultural project distinct from Davis’s prison abolition and Black radical traditions; use an explicit debate line between bays.,1952 CE–2021 CE
